Participant ID,Condition,Event ID,Question Timestamp (s),Answer Timestamp (s),Time Difference (s),Answer Accuracy,Confidence
03_RT,C_R,E24_../audio/C/Cone_B.wav,657.77,659.60,1.83,Correct,7
03_RT,C_R,E25_../audio/C/ICE_PR.wav,683.50,688.41,4.91,Correct,3
03_RT,C_R,E26_../audio/C/Tar_PR.wav,717.70,720.57,2.87,Correct,7
03_RT,C_R,E27_../audio/C/Cone_A.wav,763.47,765.69,2.22,Correct,6
03_RT,C_L,E1_../audio/C/Duck_PR.wav,18.97,20.45,1.48,Correct,7
03_RT,C_L,E2_../audio/C/Flood_C.wav,45.38,48.62,3.24,Correct,6
03_RT,C_L,E3_../audio/C/Cone_F.wav,70.41,73.24,2.83,Correct,2
03_RT,C_L,E4_../audio/C/School_C.wav,94.05,96.36,2.31,Correct,6
03_RT,C_L,E5_../audio/C/Deer_C.wav,119.14,120.83,1.69,Correct,7
03_RT,C_L,E6_../audio/C/Cone_D.wav,144.55,148.81,4.26,Correct,5
03_RT,C_L,E7_../audio/C/Blind_C.wav,166.26,168.99,2.73,Correct,6
03_RT,C_L,E8_../audio/C/Frost_C.wav,191.19,194.88,3.69,Correct,6
03_RT,C_L,E9_../audio/C/Cone_E.wav,219.34,223.81,4.47,Incorrect,2
03_RT,C_L,E10_../audio/C/Flood_PR.wav,244.33,246.46,2.13,Incorrect,1
03_RT,C_L,E11_../audio/C/Duck_P.wav,271.87,272.90,1.03,Correct,7
03_RT,C_L,E12_../audio/C/Cone_E.wav,288.80,291.05,2.25,Incorrect,2
03_RT,C_L,E13_../audio/C/Deer_P.wav,314.98,317.64,2.66,Correct,7
03_RT,C_L,E14_../audio/C/School_P.wav,340.60,343.11,2.51,Correct,7
03_RT,C_L,E15_../audio/C/Cone_D.wav,361.93,363.06,1.13,Correct,5
03_RT,C_L,E16_../audio/C/Frost_P.wav,386.61,388.42,1.81,Correct,5
03_RT,C_L,E17_../audio/C/Blind_PR.wav,414.41,423.76,9.35,Incorrect,2
03_RT,C_L,E18_../audio/C/Cone_F.wav,448.52,450.62,2.10,Correct,3
03_RT,C_L,E19_../audio/C/Duck_C.wav,470.06,474.39,4.33,Correct,7
03_RT,C_L,E20_../audio/C/Flood_P.wav,499.11,501.48,2.37,Correct,7
03_RT,C_L,E21_../audio/C/Cone_E.wav,519.00,524.31,5.31,Incorrect,5
03_RT,C_L,E22_../audio/C/School_PR.wav,549.28,551.33,2.05,Incorrect,3
03_RT,C_L,E23_../audio/C/Deer_PR.wav,581.46,583.00,1.54,Correct,7
03_RT,C_L,E24_../audio/C/Cone_F.wav,600.58,603.04,2.46,Correct,2
03_RT,C_L,E25_../audio/C/Blind_P.wav,627.51,630.13,2.62,Correct,7
03_RT,C_L,E26_../audio/C/Frost_PR.wav,652.36,655.09,2.73,Correct,6
03_RT,C_L,E27_../audio/C/Cone_D.wav,690.02,693.87,3.85,Correct,6
04_OL,C_R,E1_../audio/C/Mark_P.wav,20.01,27.17,7.16,Incorrect,3
04_OL,C_R,E2_../audio/C/BendR_C.wav,29.45,31.56,2.11,Correct,7
04_OL,C_R,E3_../audio/C/Cone_C.wav,52.43,54.42,1.99,Correct,3
04_OL,C_R,E4_../audio/C/Toad_P.wav,77.20,79.58,2.38,Correct,3
04_OL,C_R,E5_../audio/C/Constr_P.wav,100.51,106.10,5.59,Incorrect,4
04_OL,C_R,E6_../audio/C/Cone_A.wav,158.39,160.22,1.83,Incorrect,3
04_OL,C_R,E7_../audio/C/ICE_PR.wav,193.49,216.74,23.25,Incorrect,3
04_OL,C_R,E8_../audio/C/Tar_P.wav,239.66,249.40,9.74,Incorrect,2
04_OL,C_R,E9_../audio/C/Cone_B.wav,276.60,278.74,2.14,Incorrect,5
04_OL,C_R,E10_../audio/C/BendR_P.wav,312.02,314.17,2.15,Correct,5
04_OL,C_R,E11_../audio/C/Mark_C.wav,335.07,344.43,9.36,Correct,6
04_OL,C_R,E12_../audio/C/Cone_A.wav,365.13,368.72,3.59,Correct,7
04_OL,C_R,E13_../audio/C/Constr_PR.wav,391.29,396.04,4.75,Correct,7
04_OL,C_R,E14_../audio/C/Toad_C.wav,418.43,430.63,12.20,Correct,7
04_OL,C_R,E15_../audio/C/Cone_C.wav,454.43,456.40,1.97,Correct,6
04_OL,C_R,E16_../audio/C/Tar_PR.wav,487.01,490.42,3.41,Correct,7
04_OL,C_R,E17_../audio/C/ICE_P.wav,513.53,527.38,13.85,Incorrect,4
04_OL,C_R,E18_../audio/C/Cone_B.wav,547.35,553.36,6.01,Correct,6
04_OL,C_R,E19_../audio/C/Mark_P.wav,570.46,573.71,3.25,Correct,7
04_OL,C_R,E20_../audio/C/BendR_PR.wav,595.13,599.02,3.89,Correct,7
04_OL,C_R,E21_../audio/C/Cone_C.wav,617.08,625.48,8.40,Correct,6
04_OL,C_R,E22_../audio/C/Toad_PR.wav,644.01,653.17,9.16,Correct,5
04_OL,C_R,E23_../audio/C/Constr_C.wav,800.74,802.49,1.75,Correct,7
04_OL,C_R,E24_../audio/C/Cone_B.wav,820.29,823.87,3.58,Incorrect,5
04_OL,C_R,E25_../audio/C/ICE_C.wav,841.82,842.72,0.90,Correct,7
04_OL,C_R,E26_../audio/C/Tar_C.wav,861.08,864.71,3.63,Correct,5
04_OL,C_R,E27_../audio/C/Cone_A.wav,891.86,899.89,8.03,Correct,5
04_OL,C_L,E1_../audio/C/Duck_PR.wav,13.16,17.01,3.85,Correct,7
04_OL,C_L,E2_../audio/C/Flood_C.wav,65.81,71.75,5.94,Correct,7
04_OL,C_L,E3_../audio/C/Cone_F.wav,87.95,89.07,1.12,Correct,7
04_OL,C_L,E4_../audio/C/School_PR.wav,108.64,111.72,3.08,Correct,7
04_OL,C_L,E5_../audio/C/Deer_PR.wav,132.41,136.91,4.50,Correct,7
04_OL,C_L,E6_../audio/C/Cone_E.wav,153.16,155.52,2.36,Correct,6
04_OL,C_L,E7_../audio/C/Blind_PR.wav,174.72,177.11,2.39,Correct,7
04_OL,C_L,E8_../audio/C/Frost_P.wav,200.30,202.83,2.53,Correct,7
04_OL,C_L,E9_../audio/C/Cone_D.wav,226.00,235.54,9.54,Correct,4
04_OL,C_L,E10_../audio/C/Flood_P.wav,274.66,278.18,3.52,Correct,5
04_OL,C_L,E11_../audio/C/Duck_P.wav,298.03,300.20,2.17,Incorrect,7
04_OL,C_L,E12_../audio/C/Cone_E.wav,326.26,328.32,2.06,Correct,7
04_OL,C_L,E13_../audio/C/Deer_P.wav,344.12,345.58,1.46,Correct,7
04_OL,C_L,E14_../audio/C/School_P.wav,365.41,368.14,2.73,Incorrect,7
04_OL,C_L,E15_../audio/C/Cone_D.wav,390.50,391.08,0.58,Correct,7
04_OL,C_L,E16_../audio/C/Frost_PR.wav,423.69,424.77,1.08,Correct,7
04_OL,C_L,E17_../audio/C/Blind_P.wav,444.51,446.87,2.36,Correct,7
04_OL,C_L,E18_../audio/C/Cone_F.wav,465.16,472.10,6.94,Incorrect,3
04_OL,C_L,E19_../audio/C/Duck_C.wav,489.92,493.99,4.07,Correct,5
04_OL,C_L,E20_../audio/C/Flood_PR.wav,516.23,519.10,2.87,Correct,7
04_OL,C_L,E21_../audio/C/Cone_F.wav,544.66,547.75,3.09,Correct,4
04_OL,C_L,E22_../audio/C/School_C.wav,577.26,582.72,5.46,Correct,6
04_OL,C_L,E23_../audio/C/Deer_C.wav,604.94,611.34,6.40,Incorrect,3
04_OL,C_L,E24_../audio/C/Cone_D.wav,633.31,635.80,2.49,Incorrect,4
04_OL,C_L,E25_../audio/C/Blind_C.wav,651.23,652.60,1.37,Correct,7
04_OL,C_L,E26_../audio/C/Frost_C.wav,673.34,675.80,2.46,Correct,7
04_OL,C_L,E27_../audio/C/Cone_E.wav,701.01,704.43,3.42,Incorrect,3
04_OL,B_R,E1_../audio/B/Mark_PR.wav,36.41,41.04,4.63,Correct,7
04_OL,B_R,E2_../audio/B/BendR_PR.wav,67.29,71.58,4.29,Correct,7
04_OL,B_R,E3_../audio/B/Cone_C.wav,79.93,80.73,0.80,Correct,7
04_OL,B_R,E4_../audio/B/Toad_C.wav,94.04,98.38,4.34,Correct,7
04_OL,B_R,E5_../audio/B/Constr_C.wav,103.59,105.28,1.69,Correct,7
04_OL,B_R,E6_../audio/B/Cone_A.wav,111.25,111.77,0.52,Correct,7
04_OL,B_R,E7_../audio/B/ICE_C.wav,129.44,131.98,2.54,Correct,7
04_OL,B_R,E8_../audio/B/Tar_P.wav,140.42,142.18,1.76,Correct,7
04_OL,B_R,E9_../audio/B/Cone_B.wav,149.77,150.77,1.00,Correct,7
04_OL,B_R,E10_../audio/B/BendR_P.wav,171.01,175.21,4.20,Incorrect,7
04_OL,B_R,E11_../audio/B/Mark_P.wav,198.51,218.42,19.91,Correct,7
04_OL,B_R,E12_../audio/B/Cone_C.wav,226.84,230.97,4.13,Correct,6
04_OL,B_R,E13_../audio/B/Constr_PR.wav,248.05,250.81,2.76,Correct,7
04_OL,B_R,E14_../audio/B/Toad_P.wav,273.42,277.84,4.42,Correct,7
04_OL,B_R,E15_../audio/B/Cone_B.wav,286.06,286.80,0.74,Correct,7
04_OL,B_R,E16_../audio/B/Tar_C.wav,301.48,303.62,2.14,Correct,7
04_OL,B_R,E17_../audio/B/ICE_P.wav,311.28,311.78,0.50,Correct,7
04_OL,B_R,E18_../audio/B/Cone_A.wav,322.10,322.52,0.42,Correct,7
04_OL,B_R,E19_../audio/B/Mark_PR.wav,342.79,345.53,2.74,Correct,7
04_OL,B_R,E20_../audio/B/BendR_C.wav,352.71,354.11,1.40,Correct,7
04_OL,B_R,E21_../audio/B/Cone_A.wav,364.02,365.23,1.21,Correct,7
04_OL,B_R,E22_../audio/B/Toad_PR.wav,383.28,385.61,2.33,Correct,7
04_OL,B_R,E23_../audio/B/Constr_P.wav,409.26,410.86,1.60,Correct,7
04_OL,B_R,E24_../audio/B/Cone_C.wav,418.18,418.43,0.25,Correct,7
04_OL,B_R,E25_../audio/B/ICE_PR.wav,441.43,443.28,1.85,Correct,7
04_OL,B_R,E26_../audio/B/Tar_PR.wav,450.10,451.34,1.24,Correct,7
04_OL,B_R,E27_../audio/B/Cone_B.wav,466.88,468.67,1.79,Incorrect,7
04_OL,B_L,E1_../audio/B/Duck_PR.wav,28.62,31.41,2.79,Correct,7
04_OL,B_L,E2_../audio/B/Flood_P.wav,40.39,43.23,2.84,Correct,7
04_OL,B_L,E3_../audio/B/Cone_D.wav,50.39,51.48,1.09,Correct,7
04_OL,B_L,E4_../audio/B/School_C.wav,69.50,71.01,1.51,Correct,7
04_OL,B_L,E5_../audio/B/Deer_C.wav,78.42,83.55,5.13,Correct,7
04_OL,B_L,E6_../audio/B/Cone_F.wav,91.22,92.42,1.20,Correct,7
04_OL,B_L,E7_../audio/B/Blind_P.wav,109.64,111.88,2.24,Correct,7
04_OL,B_L,E8_../audio/B/Frost_C.wav,119.04,123.31,4.27,Correct,7
04_OL,B_L,E9_../audio/B/Cone_E.wav,131.28,137.26,5.98,Correct,7
04_OL,B_L,E10_../audio/B/Flood_C.wav,149.27,151.14,1.87,Correct,7
04_OL,B_L,E11_../audio/B/Duck_C.wav,158.37,160.80,2.43,Correct,7
04_OL,B_L,E12_../audio/B/Cone_D.wav,168.66,169.63,0.97,Correct,7
04_OL,B_L,E13_../audio/B/Deer_P.wav,189.94,192.55,2.61,Correct,7
04_OL,B_L,E14_../audio/B/School_PR.wav,220.23,222.39,2.16,Correct,7
04_OL,B_L,E15_../audio/B/Cone_F.wav,232.02,233.68,1.66,Correct,7
04_OL,B_L,E16_../audio/B/Frost_P.wav,250.74,253.13,2.39,Correct,3
04_OL,B_L,E17_../audio/B/Blind_C.wav,260.60,265.46,4.86,Incorrect,7
04_OL,B_L,E18_../audio/B/Cone_F.wav,272.91,273.70,0.79,Correct,7
04_OL,B_L,E19_../audio/B/Duck_P.wav,291.21,291.72,0.51,Correct,7
04_OL,B_L,E20_../audio/B/Flood_PR.wav,302.20,305.00,2.80,Correct,7
04_OL,B_L,E21_../audio/B/Cone_D.wav,312.81,313.05,0.24,Correct,7
04_OL,B_L,E22_../audio/B/School_P.wav,381.41,386.27,4.86,Correct,7
04_OL,B_L,E23_../audio/B/Deer_PR.wav,408.14,410.02,1.88,Correct,7
04_OL,B_L,E24_../audio/B/Cone_E.wav,417.23,418.94,1.71,Incorrect,7
04_OL,B_L,E25_../audio/B/Blind_PR.wav,438.50,442.68,4.18,Correct,7
04_OL,B_L,E26_../audio/B/Frost_PR.wav,464.22,466.30,2.08,Correct,7
04_OL,B_L,E27_../audio/B/Cone_D.wav,481.00,484.35,3.35,Correct,7
05_RT,B_R,E1_../audio/B/Mark_P.wav,34.47,39.98,5.51,Correct,1
05_RT,B_R,E2_../audio/B/BendR_P.wav,46.44,50.97,4.53,Incorrect,7
05_RT,B_R,E3_../audio/B/Cone_A.wav,58.13,61.62,3.49,Correct,7
05_RT,B_R,E4_../audio/B/Toad_C.wav,83.71,89.13,5.42,Incorrect,1
05_RT,B_R,E5_../audio/B/Constr_PR.wav,99.07,103.93,4.86,Correct,7
05_RT,B_R,E6_../audio/B/Cone_B.wav,109.87,111.30,1.43,Correct,7
05_RT,B_R,E7_../audio/B/ICE_C.wav,134.93,137.80,2.87,Correct,7
05_RT,B_R,E8_../audio/B/Tar_P.wav,147.20,152.40,5.20,Incorrect,5
05_RT,B_R,E9_../audio/B/Cone_C.wav,162.66,165.13,2.47,Correct,7
05_RT,B_R,E10_../audio/B/BendR_C.wav,170.58,172.78,2.20,Correct,7
05_RT,B_R,E11_../audio/B/Mark_PR.wav,184.98,191.32,6.34,Incorrect,1
05_RT,B_R,E12_../audio/B/Cone_C.wav,199.47,202.30,2.83,Correct,7
05_RT,B_R,E13_../audio/B/Constr_P.wav,232.01,233.85,1.84,Correct,7
05_RT,B_R,E14_../audio/B/Toad_P.wav,247.23,251.13,3.90,Correct,5
05_RT,B_R,E15_../audio/B/Cone_A.wav,260.11,260.78,0.67,Correct,7
05_RT,B_R,E16_../audio/B/Tar_PR.wav,268.63,276.02,7.39,Correct,7
05_RT,B_R,E17_../audio/B/ICE_PR.wav,289.74,292.07,2.33,Correct,7
05_RT,B_R,E18_../audio/B/Cone_B.wav,300.34,301.42,1.08,Correct,7
05_RT,B_R,E19_../audio/B/Mark_C.wav,307.11,319.65,12.54,Correct,5
05_RT,B_R,E20_../audio/B/BendR_PR.wav,329.93,331.57,1.64,Incorrect,7
05_RT,B_R,E21_../audio/B/Cone_B.wav,343.20,344.75,1.55,Correct,7
05_RT,B_R,E22_../audio/B/Toad_PR.wav,374.93,376.15,1.22,Correct,6
05_RT,B_R,E23_../audio/B/Constr_C.wav,392.67,395.10,2.43,Correct,7
05_RT,B_R,E24_../audio/B/Cone_C.wav,405.78,407.75,1.97,Correct,7
05_RT,B_R,E25_../audio/B/ICE_P.wav,440.68,442.88,2.20,Correct,7
05_RT,B_R,E26_../audio/B/Tar_C.wav,453.63,459.27,5.64,Correct,7
05_RT,B_R,E27_../audio/B/Cone_A.wav,468.91,469.92,1.01,Correct,7
05_RT,B_L,E1_../audio/B/Duck_P.wav,56.28,58.02,1.74,Correct,7
05_RT,B_L,E2_../audio/B/Flood_PR.wav,70.63,73.78,3.15,Correct,7
05_RT,B_L,E3_../audio/B/Cone_F.wav,82.94,83.38,0.44,Correct,7
05_RT,B_L,E4_../audio/B/School_C.wav,87.93,91.21,3.28,Correct,7
05_RT,B_L,E5_../audio/B/Deer_P.wav,102.96,104.97,2.01,Correct,7
05_RT,B_L,E6_../audio/B/Cone_E.wav,111.18,112.34,1.16,Correct,7
05_RT,B_L,E7_../audio/B/Blind_C.wav,123.29,127.98,4.69,Correct,7
05_RT,B_L,E8_../audio/B/Frost_PR.wav,141.31,144.95,3.64,Correct,7
05_RT,B_L,E9_../audio/B/Cone_D.wav,153.41,154.34,0.93,Correct,7
05_RT,B_L,E10_../audio/B/Flood_C.wav,163.97,168.20,4.23,Correct,7
05_RT,B_L,E11_../audio/B/Duck_PR.wav,182.15,183.81,1.66,Correct,7
05_RT,B_L,E12_../audio/B/Cone_E.wav,190.63,192.00,1.37,Correct,7
05_RT,B_L,E13_../audio/B/Deer_PR.wav,200.89,202.28,1.39,Correct,7
05_RT,B_L,E14_../audio/B/School_PR.wav,214.40,216.99,2.59,Correct,6
05_RT,B_L,E15_../audio/B/Cone_F.wav,223.64,224.85,1.21,Correct,7
05_RT,B_L,E16_../audio/B/Frost_C.wav,229.57,233.20,3.63,Correct,7
05_RT,B_L,E17_../audio/B/Blind_PR.wav,251.30,254.46,3.16,Correct,6
05_RT,B_L,E18_../audio/B/Cone_D.wav,260.38,262.19,1.81,Correct,7
05_RT,B_L,E19_../audio/B/Duck_C.wav,267.32,268.78,1.46,Correct,7
05_RT,B_L,E20_../audio/B/Flood_P.wav,282.32,284.77,2.45,Correct,7
05_RT,B_L,E21_../audio/B/Cone_F.wav,291.32,293.12,1.80,Correct,7
05_RT,B_L,E22_../audio/B/School_P.wav,302.71,306.93,4.22,Correct,7
05_RT,B_L,E23_../audio/B/Deer_C.wav,317.40,319.58,2.18,Correct,7
05_RT,B_L,E24_../audio/B/Cone_D.wav,327.27,328.80,1.53,Correct,7
05_RT,B_L,E25_../audio/B/Blind_P.wav,338.32,339.74,1.42,Correct,7
05_RT,B_L,E26_../audio/B/Frost_P.wav,351.87,353.49,1.62,Correct,7
05_RT,B_L,E27_../audio/B/Cone_E.wav,376.04,377.45,1.41,Correct,7
05_RT,C_R,E1_../audio/C/Mark_P.wav,21.74,25.10,3.36,Incorrect,1
05_RT,C_R,E2_../audio/C/BendR_P.wav,49.66,54.98,5.32,Correct,7
05_RT,C_R,E3_../audio/C/Cone_C.wav,81.31,85.33,4.02,Correct,2
05_RT,C_R,E4_../audio/C/Toad_C.wav,108.45,110.31,1.86,Incorrect,1
05_RT,C_R,E5_../audio/C/Constr_P.wav,134.55,135.89,1.34,Correct,7
05_RT,C_R,E6_../audio/C/Cone_B.wav,154.37,156.21,1.84,Correct,3
05_RT,C_R,E7_../audio/C/ICE_PR.wav,180.13,182.96,2.83,Incorrect,5
05_RT,C_R,E8_../audio/C/Tar_PR.wav,228.01,235.30,7.29,Correct,7
05_RT,C_R,E9_../audio/C/Cone_A.wav,252.08,253.27,1.19,Correct,7
05_RT,C_R,E10_../audio/C/BendR_C.wav,280.74,282.85,2.11,Correct,7
05_RT,C_R,E11_../audio/C/Mark_C.wav,310.41,315.78,5.37,Correct,7
05_RT,C_R,E12_../audio/C/Cone_A.wav,333.72,336.01,2.29,Correct,7
05_RT,C_R,E13_../audio/C/Constr_C.wav,356.86,358.52,1.66,Correct,7
05_RT,C_R,E14_../audio/C/Toad_P.wav,384.16,385.69,1.53,Correct,7
05_RT,C_R,E15_../audio/C/Cone_C.wav,405.50,409.94,4.44,Correct,7
05_RT,C_R,E16_../audio/C/Tar_P.wav,433.17,436.68,3.51,Correct,7
05_RT,C_R,E17_../audio/C/ICE_P.wav,463.37,470.70,7.33,Incorrect,1
05_RT,C_R,E18_../audio/C/Cone_B.wav,496.26,498.05,1.79,Correct,7
05_RT,C_R,E19_../audio/C/Mark_PR.wav,519.70,524.33,4.63,Correct,7
05_RT,C_R,E20_../audio/C/BendR_PR.wav,554.23,556.96,2.73,Correct,7
05_RT,C_R,E21_../audio/C/Cone_A.wav,582.69,585.35,2.66,Correct,7
05_RT,C_R,E22_../audio/C/Toad_PR.wav,607.25,609.24,1.99,Correct,7
05_RT,C_R,E23_../audio/C/Constr_PR.wav,666.52,670.20,3.68,Correct,7
05_RT,C_R,E24_../audio/C/Cone_B.wav,698.78,700.35,1.57,Correct,7
05_RT,C_R,E25_../audio/C/ICE_C.wav,715.25,717.57,2.32,Correct,7
05_RT,C_R,E26_../audio/C/Tar_C.wav,741.94,742.19,0.25,Correct,7
05_RT,C_R,E27_../audio/C/Cone_C.wav,766.18,767.97,1.79,Correct,7
05_RT,C_L,E1_../audio/C/Duck_P.wav,20.13,22.05,1.92,Correct,5
05_RT,C_L,E2_../audio/C/Flood_PR.wav,127.82,132.17,4.35,Correct,7
05_RT,C_L,E3_../audio/C/Cone_E.wav,152.61,156.84,4.23,Correct,7
05_RT,C_L,E4_../audio/C/School_PR.wav,181.47,186.96,5.49,Correct,7
05_RT,C_L,E5_../audio/C/Deer_P.wav,213.55,216.04,2.49,Correct,7
05_RT,C_L,E6_../audio/C/Cone_F.wav,234.45,237.56,3.11,Correct,5
05_RT,C_L,E7_../audio/C/Blind_C.wav,262.40,267.52,5.12,Correct,5
05_RT,C_L,E8_../audio/C/Frost_C.wav,297.67,301.74,4.07,Correct,7
05_RT,C_L,E9_../audio/C/Cone_D.wav,321.60,322.79,1.19,Correct,7
05_RT,C_L,E10_../audio/C/Flood_P.wav,339.46,342.21,2.75,Correct,7
05_RT,C_L,E11_../audio/C/Duck_C.wav,365.44,371.95,6.51,Incorrect,1
05_RT,C_L,E12_../audio/C/Cone_F.wav,452.47,454.21,1.74,Correct,7
05_RT,C_L,E13_../audio/C/Deer_C.wav,475.20,479.45,4.25,Incorrect,1
05_RT,C_L,E14_../audio/C/School_P.wav,503.08,505.26,2.18,Correct,7
05_RT,C_L,E15_../audio/C/Cone_D.wav,528.87,530.35,1.48,Correct,7
05_RT,C_L,E16_../audio/C/Frost_PR.wav,545.64,549.85,4.21,Correct,7
05_RT,C_L,E17_../audio/C/Blind_P.wav,569.55,571.29,1.74,Correct,7
05_RT,C_L,E18_../audio/C/Cone_E.wav,589.18,595.07,5.89,Correct,7
05_RT,C_L,E19_../audio/C/Duck_PR.wav,615.81,617.39,1.58,Correct,7
05_RT,C_L,E20_../audio/C/Flood_C.wav,642.22,646.28,4.06,Correct,7
05_RT,C_L,E21_../audio/C/Cone_E.wav,664.90,665.72,0.82,Correct,7
05_RT,C_L,E22_../audio/C/School_C.wav,683.11,686.12,3.01,Correct,7
05_RT,C_L,E23_../audio/C/Deer_PR.wav,708.58,709.85,1.27,Correct,7
05_RT,C_L,E24_../audio/C/Cone_F.wav,732.32,734.03,1.71,Correct,5
05_RT,C_L,E25_../audio/C/Blind_PR.wav,750.54,754.22,3.68,Correct,6
05_RT,C_L,E26_../audio/C/Frost_P.wav,776.69,779.10,2.41,Correct,7
05_RT,C_L,E27_../audio/C/Cone_D.wav,795.67,802.68,7.01,Correct,7
06_OL,C_R,E1_../audio/C/Mark_PR.wav,81.80,139.92,58.12,Incorrect,6
06_OL,C_R,E2_../audio/C/BendR_P.wav,178.48,192.39,13.91,Correct,7
06_OL,C_R,E3_../audio/C/Cone_B.wav,225.59,230.40,4.81,Incorrect,2
06_OL,C_R,E4_../audio/C/Toad_PR.wav,256.44,262.77,6.33,Incorrect,3
06_OL,C_R,E5_../audio/C/Constr_P.wav,287.86,290.90,3.04,Correct,7
06_OL,C_R,E6_../audio/C/Cone_C.wav,310.47,316.56,6.09,Correct,3
06_OL,C_R,E7_../audio/C/ICE_P.wav,338.60,340.98,2.38,Correct,7
06_OL,C_R,E8_../audio/C/Tar_PR.wav,369.57,370.87,1.30,Correct,7
06_OL,C_R,E9_../audio/C/Cone_A.wav,392.19,394.47,2.28,Correct,6
06_OL,C_R,E10_../audio/C/BendR_C.wav,422.11,426.70,4.59,Correct,6
06_OL,C_R,E11_../audio/C/Mark_C.wav,463.50,466.51,3.01,Correct,6
06_OL,C_R,E12_../audio/C/Cone_A.wav,489.29,490.35,1.06,Correct,6
06_OL,C_R,E13_../audio/C/Constr_C.wav,515.53,521.51,5.98,Incorrect,2
06_OL,C_R,E14_../audio/C/Toad_P.wav,548.81,551.93,3.12,Correct,7
06_OL,C_R,E15_../audio/C/Cone_C.wav,578.15,579.97,1.82,Correct,7
06_OL,C_R,E16_../audio/C/Tar_C.wav,606.80,611.57,4.77,Correct,7
06_OL,C_R,E17_../audio/C/ICE_PR.wav,643.36,646.23,2.87,Correct,7
06_OL,C_R,E18_../audio/C/Cone_B.wav,669.73,671.36,1.63,Correct,4
06_OL,C_R,E19_../audio/C/Mark_P.wav,698.75,703.22,4.47,Correct,7
06_OL,C_R,E20_../audio/C/BendR_PR.wav,733.09,740.68,7.59,Correct,7
06_OL,C_R,E21_../audio/C/Cone_A.wav,762.76,765.03,2.27,Correct,4
06_OL,C_R,E22_../audio/C/Toad_C.wav,789.95,794.50,4.55,Correct,3
06_OL,C_R,E23_../audio/C/Constr_PR.wav,836.01,839.57,3.56,Correct,7
06_OL,C_R,E24_../audio/C/Cone_B.wav,864.18,865.46,1.28,Correct,7
06_OL,C_R,E25_../audio/C/ICE_C.wav,892.90,894.83,1.93,Correct,7
06_OL,C_R,E26_../audio/C/Tar_P.wav,923.38,925.87,2.49,Correct,7
06_OL,C_R,E27_../audio/C/Cone_C.wav,942.84,944.30,1.46,Correct,7
06_OL,C_L,E1_../audio/C/Duck_P.wav,21.90,23.38,1.48,Correct,7
06_OL,C_L,E2_../audio/C/Flood_C.wav,63.31,68.14,4.83,Correct,7
06_OL,C_L,E3_../audio/C/Cone_D.wav,92.13,93.58,1.45,Correct,7
06_OL,C_L,E4_../audio/C/School_C.wav,123.21,140.83,17.62,Incorrect,7
06_OL,C_L,E5_../audio/C/Deer_P.wav,173.26,175.17,1.91,Correct,7
06_OL,C_L,E6_../audio/C/Cone_F.wav,191.56,194.77,3.21,Correct,4
06_OL,C_L,E7_../audio/C/Blind_PR.wav,222.67,227.35,4.68,Correct,7
06_OL,C_L,E8_../audio/C/Frost_C.wav,260.61,264.15,3.54,Correct,7
06_OL,C_L,E9_../audio/C/Cone_E.wav,287.44,290.38,2.94,Correct,4
06_OL,C_L,E10_../audio/C/Flood_P.wav,312.46,314.88,2.42,Incorrect,2
06_OL,C_L,E11_../audio/C/Duck_C.wav,347.91,352.53,4.62,Correct,7
06_OL,C_L,E12_../audio/C/Cone_E.wav,379.04,381.13,2.09,Correct,6
06_OL,C_L,E13_../audio/C/Deer_PR.wav,410.79,413.26,2.47,Incorrect,1
06_OL,C_L,E14_../audio/C/School_P.wav,448.52,452.20,3.68,Correct,7
06_OL,C_L,E15_../audio/C/Cone_F.wav,473.78,476.19,2.41,Correct,6
06_OL,C_L,E16_../audio/C/Frost_PR.wav,504.72,507.56,2.84,Correct,7
06_OL,C_L,E17_../audio/C/Blind_P.wav,538.36,540.21,1.85,Correct,7
06_OL,C_L,E18_../audio/C/Cone_D.wav,563.61,566.06,2.45,Incorrect,7
06_OL,C_L,E19_../audio/C/Duck_PR.wav,589.05,591.77,2.72,Correct,7
06_OL,C_L,E20_../audio/C/Flood_PR.wav,625.28,626.92,1.64,Correct,7
06_OL,C_L,E21_../audio/C/Cone_E.wav,645.91,649.75,3.84,Correct,5
06_OL,C_L,E22_../audio/C/School_PR.wav,678.95,685.09,6.14,Correct,7
06_OL,C_L,E23_../audio/C/Deer_C.wav,778.58,783.44,4.86,Correct,7
06_OL,C_L,E24_../audio/C/Cone_F.wav,801.94,803.14,1.20,Correct,4
06_OL,C_L,E25_../audio/C/Blind_C.wav,831.47,835.23,3.76,Correct,7
06_OL,C_L,E26_../audio/C/Frost_P.wav,864.40,866.22,1.82,Correct,7
06_OL,C_L,E27_../audio/C/Cone_D.wav,894.51,897.31,2.80,Correct,6
06_OL,B_R,E1_../audio/B/Mark_PR.wav,56.08,63.52,7.44,Correct,6
06_OL,B_R,E2_../audio/B/BendR_P.wav,78.01,82.39,4.38,Correct,6
06_OL,B_R,E3_../audio/B/Cone_C.wav,89.82,92.26,2.44,Correct,7
06_OL,B_R,E4_../audio/B/Toad_P.wav,111.94,113.67,1.73,Correct,7
06_OL,B_R,E5_../audio/B/Constr_C.wav,131.29,134.24,2.95,Correct,7
06_OL,B_R,E6_../audio/B/Cone_B.wav,147.50,148.55,1.05,Correct,7
